 72246 1565.88  444.87 20.316  3.185 17.131  85   1 0.075 3296   8 0.017
 72249 1526.58  449.72 20.275  3.286 16.989  88   0 0.094 3292  13 0.015
 72252 1324.43  453.94 20.005  2.838 17.167  87   0 0.059 3296   9 0.017
 72253 1630.21  453.69 20.094  2.901 17.193  87   1 0.084 3293  10 0.029
 72255 1348.24  456.26 20.335  2.964 17.371  86   0 0.090 3291  11 0.021
 72257 1386.41  464.35 20.377  3.291 17.086  87   0 0.099 3293   8 0.017
 72258 1561.60  463.30 20.604  3.141 17.463  87   0 0.101 3294   6 0.023
 72260 1480.82  468.33 20.053  3.177 16.876  87   0 0.063 3300   5 0.015
 72262 1531.68  468.51 20.875  3.376 17.499  83   0 0.138 3290  10 0.023
 72263 1589.26  470.44 18.612  1.513 17.100  87   1 0.024 3291   8 0.020
 72266 1322.32  473.12 20.194  2.965 17.229  86   1 0.077 3294   7 0.019
 72267 1533.60  474.15 20.483  3.347 17.137  86   0 0.096 3299   5 0.018
 72268 1355.81  474.52 20.724  3.122 17.602  84   0 0.123 3291   7 0.026
 72269 1369.41  475.98 20.244  3.216 17.028  86   1 0.072 3296   7 0.016
 72271 1557.85  477.78 19.529  1.959 17.570  87   0 0.045 3293   8 0.024
 72273 1360.51  484.95 20.139  2.860 17.280  86   1 0.070 3293   8 0.019
 72274 1515.76  485.89 20.533  3.374 17.159  85   1 0.099 3295   6 0.018
 72276 1353.91  488.26 20.999  3.401 17.598  87   0 0.136 3293   5 0.024
 72277 1500.83  489.48 20.186  2.997 17.188  87   0 0.081 3299   3 0.017
 72278 1562.22  487.66 20.677  2.954 17.723  85   0 0.118 3291   6 0.028
 72280 1553.77  492.78 20.222  3.351 16.871  86   0 0.079 3301   3 0.014
 72283 1457.49  498.97 20.503  3.245 17.258  85   1 0.101 3298   5 0.020
 72332 1411.00  192.92 99.999  9.999 17.914   0   0 9.999 1196   0 0.051
 72333 1335.06  301.18 21.821  3.022 18.799  84   0 0.341 3141   4 0.103
 72335 1522.87  189.92 99.999  9.999 19.201   0   0 9.999 1137   2 0.157
 72339 1466.13  212.46 21.320  2.568 18.752  41   0 0.218 1681   3 0.071
